ARO Accession,CVTERM ID,Model Sequence ID,Model ID,Model Name,ARO Name,Protein Accession,DNA Accession,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name,ARO Category,drug_class_list
ARO:3003516,40118,3270,2111,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to tobramycin,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to tobramycin,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_TOB,,nucleoside antibiotic
ARO:3003516,40118,3270,2111,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to tobramycin,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to tobramycin,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_TOB,,peptide antibiotic
ARO:3003516,40118,3270,2111,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to tobramycin,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to tobramycin,nan,NR_114659.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Mche_16S_TOB,,tetracycline antibiotic
ARO:3004165,41313,4158,2812,Mycobacteroides chelonae 23S rRNA with mutation conferring resistance to clarithromycin,Mycobacteroides chelonae 23S rRNA with mutation conferring resistance to clarithromycin,nan,GU143889.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Mche_23S_CLR,,glycopeptide antibiotic
ARO:3004165,41313,4158,2812,Mycobacteroides chelonae 23S rRNA with mutation conferring resistance to clarithromycin,Mycobacteroides chelonae 23S rRNA with mutation conferring resistance to clarithromycin,nan,GU143889.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Mche_23S_CLR,,lincosamide antibiotic
ARO:3004165,41313,4158,2812,Mycobacteroides chelonae 23S rRNA with mutation conferring resistance to clarithromycin,Mycobacteroides chelonae 23S rRNA with mutation conferring resistance to clarithromycin,nan,GU143889.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Mche_23S_CLR,,macrolide antibiotic
ARO:3004165,41313,4158,2812,Mycobacteroides chelonae 23S rRNA with mutation conferring resistance to clarithromycin,Mycobacteroides chelonae 23S rRNA with mutation conferring resistance to clarithromycin,nan,GU143889.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Mche_23S_CLR,,phenicol antibiotic
ARO:3004165,41313,4158,2812,Mycobacteroides chelonae 23S rRNA with mutation conferring resistance to clarithromycin,Mycobacteroides chelonae 23S rRNA with mutation conferring resistance to clarithromycin,nan,GU143889.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Mche_23S_CLR,,pleuromutilin antibiotic
ARO:3004165,41313,4158,2812,Mycobacteroides chelonae 23S rRNA with mutation conferring resistance to clarithromycin,Mycobacteroides chelonae 23S rRNA with mutation conferring resistance to clarithromycin,nan,GU143889.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Mche_23S_CLR,,streptogramin A antibiotic
ARO:3004165,41313,4158,2812,Mycobacteroides chelonae 23S rRNA with mutation conferring resistance to clarithromycin,Mycobacteroides chelonae 23S rRNA with mutation conferring resistance to clarithromycin,nan,GU143889.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Mche_23S_CLR,,streptogramin B antibiotic
ARO:3004165,41313,4158,2812,Mycobacteroides chelonae 23S rRNA with mutation conferring resistance to clarithromycin,Mycobacteroides chelonae 23S rRNA with mutation conferring resistance to clarithromycin,nan,GU143889.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Mche_23S_CLR,,streptogramin antibiotic
ARO:3003539,40141,4142,2149,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to hygromycin B,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to hygromycin B,nan,NC_008596.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_HGM,,aminoglycoside antibiotic
ARO:3003539,40141,4142,2149,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to hygromycin B,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to hygromycin B,nan,NC_008596.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_HGM,,glycopeptide antibiotic
ARO:3003539,40141,4142,2149,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to hygromycin B,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to hygromycin B,nan,NC_008596.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_HGM,,glycylcycline
ARO:3003539,40141,4142,2149,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to hygromycin B,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to hygromycin B,nan,NC_008596.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_HGM,,nucleoside antibiotic
ARO:3003539,40141,4142,2149,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to hygromycin B,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to hygromycin B,nan,NC_008596.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_HGM,,peptide antibiotic
ARO:3003539,40141,4142,2149,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to hygromycin B,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to hygromycin B,nan,NC_008596.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_HGM,,tetracycline antibiotic
ARO:3003543,40145,4144,2106,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to kanamycin A,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to kanamycin A,nan,NC_008596.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_KAN,,aminoglycoside antibiotic
ARO:3003543,40145,4144,2106,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to kanamycin A,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to kanamycin A,nan,NC_008596.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_KAN,,glycopeptide antibiotic
ARO:3003543,40145,4144,2106,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to kanamycin A,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to kanamycin A,nan,NC_008596.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_KAN,,glycylcycline
ARO:3003543,40145,4144,2106,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to kanamycin A,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to kanamycin A,nan,NC_008596.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_KAN,,nucleoside antibiotic
ARO:3003543,40145,4144,2106,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to kanamycin A,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to kanamycin A,nan,NC_008596.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_KAN,,peptide antibiotic
ARO:3003543,40145,4144,2106,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to kanamycin A,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to kanamycin A,nan,NC_008596.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_KAN,,tetracycline antibiotic
ARO:3003544,40146,4145,2077,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to neomycin,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to neomycin,nan,NC_008596.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_NEO,,aminoglycoside antibiotic
ARO:3003544,40146,4145,2077,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to neomycin,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to neomycin,nan,NC_008596.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_NEO,,glycopeptide antibiotic
ARO:3003544,40146,4145,2077,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to neomycin,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to neomycin,nan,NC_008596.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_NEO,,glycylcycline
ARO:3003544,40146,4145,2077,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to neomycin,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to neomycin,nan,NC_008596.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_NEO,,nucleoside antibiotic
ARO:3003544,40146,4145,2077,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to neomycin,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to neomycin,nan,NC_008596.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_NEO,,peptide antibiotic
ARO:3003544,40146,4145,2077,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to neomycin,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to neomycin,nan,NC_008596.1,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_NEO,,tetracycline antibiotic
ARO:3003546,40148,4143,2142,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to viomycin,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to viomycin,nan,NC_008596.1,16s rRNA with mutation conferring resistance to peptide antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_VIO,,aminoglycoside antibiotic
ARO:3003546,40148,4143,2142,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to viomycin,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to viomycin,nan,NC_008596.1,16s rRNA with mutation conferring resistance to peptide antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_VIO,,glycopeptide antibiotic
ARO:3003546,40148,4143,2142,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to viomycin,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to viomycin,nan,NC_008596.1,16s rRNA with mutation conferring resistance to peptide antibiotics,aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic,antibiotic target alteration,Msme_16rrsA_VIO,,glycylcycline
